State,Year,Month,Value
Alabama,2014,April,3
Alabama,2014,August,0
Alabama,2014,December,0
Alabama,2014,February,28
Alabama,2014,January,17
Alabama,2014,July,0
Alabama,2014,June,0
Alabama,2014,March,31
Alabama,2014,May,0
Alabama,2014,November,0
Alabama,2014,October,0
Alabama,2014,September,0
Alabama,2014,September,0
Alabama,2015,April,30
Alabama,2015,August,0
Alabama,2015,December,0
Alabama,2015,February,0
Alabama,2015,January,0
Alabama,2015,July,0
Alabama,2015,June,4
Alabama,2015,March,28
Alabama,2015,May,31
Alabama,2015,November,0
Alabama,2015,October,0
Alabama,2015,September,0
Alabama,2015,September,0
Alabama,2016,April,30
Alabama,2016,August,0
Alabama,2016,December,0
Alabama,2016,February,27
Alabama,2016,January,0
Alabama,2016,July,0
Alabama,2016,June,0
Alabama,2016,March,31
Alabama,2016,May,3
Alabama,2016,November,0
Alabama,2016,October,0
Alabama,2016,September,0
Alabama,2016,September,0
Alabama,2017,April,30
Alabama,2017,August,0
Alabama,2017,December,0
Alabama,2017,February,21
Alabama,2017,January,0
Alabama,2017,July,0
Alabama,2017,June,0
Alabama,2017,March,31
Alabama,2017,May,19
Alabama,2017,November,0
Alabama,2017,October,0
Alabama,2017,September,0
Alabama,2017,September,0
Alabama,2018,April,30
Alabama,2018,August,31
Alabama,2018,December,31
Alabama,2018,February,29
Alabama,2018,January,22
Alabama,2018,July,31
Alabama,2018,June,30
Alabama,2018,March,29
Alabama,2018,May,31
Alabama,2018,November,30
Alabama,2018,October,31
Alabama,2018,September,30
Alabama,2018,September,30
Alabama,2019,April,30
Alabama,2019,August,0
Alabama,2019,December,0
Alabama,2019,February,0
Alabama,2019,January,0
Alabama,2019,July,0
Alabama,2019,June,0
Alabama,2019,March,26
Alabama,2019,May,31
Alabama,2019,November,0
Alabama,2019,October,0
Alabama,2019,September,0
Alabama,2019,September,0
Alaska,2014,April,25
Alaska,2014,August,0
Alaska,2014,December,0
Alaska,2014,February,28
Alaska,2014,January,10
Alaska,2014,July,0
Alaska,2014,June,0
Alaska,2014,March,31
Alaska,2014,May,0
Alaska,2014,November,0
Alaska,2014,October,0
Alaska,2014,September,0
Alaska,2014,September,0
Alaska,2015,April,28
Alaska,2015,August,0
Alaska,2015,December,0
Alaska,2015,February,28
Alaska,2015,January,11
Alaska,2015,July,0
Alaska,2015,June,0
Alaska,2015,March,31
Alaska,2015,May,0
Alaska,2015,November,0
Alaska,2015,October,0
Alaska,2015,September,0
Alaska,2015,September,0
Alaska,2016,April,30
Alaska,2016,August,0
Alaska,2016,December,0
Alaska,2016,February,29
Alaska,2016,January,12
Alaska,2016,July,0
Alaska,2016,June,0
Alaska,2016,March,31
Alaska,2016,May,18
Alaska,2016,November,0
Alaska,2016,October,0
Alaska,2016,September,0
Alaska,2016,September,0
Alaska,2017,April,30
Alaska,2017,August,0
Alaska,2017,December,0
Alaska,2017,February,28
Alaska,2017,January,14
Alaska,2017,July,0
Alaska,2017,June,0
Alaska,2017,March,31
Alaska,2017,May,17
Alaska,2017,November,0
Alaska,2017,October,0
Alaska,2017,September,0
Alaska,2017,September,0
Alaska,2018,April,30
Alaska,2018,August,0
Alaska,2018,December,0
Alaska,2018,February,28
Alaska,2018,January,15
Alaska,2018,July,0
Alaska,2018,June,0
Alaska,2018,March,31
Alaska,2018,May,13
Alaska,2018,November,0
Alaska,2018,October,0
Alaska,2018,September,0
Alaska,2018,September,0
Alaska,2019,April,30
Alaska,2019,August,0
Alaska,2019,December,0
Alaska,2019,February,28
Alaska,2019,January,16
Alaska,2019,July,0
Alaska,2019,June,0
Alaska,2019,March,31
Alaska,2019,May,15
Alaska,2019,November,0
Alaska,2019,October,0
Alaska,2019,September,0
Alaska,2019,September,0
Arizona,2014,April,24
Arizona,2014,August,0
Arizona,2014,December,0
Arizona,2014,February,28
Arizona,2014,January,18
Arizona,2014,July,0
Arizona,2014,June,0
Arizona,2014,March,31
Arizona,2014,May,0
Arizona,2014,November,0
Arizona,2014,October,0
Arizona,2014,September,0
Arizona,2014,September,0
Arizona,2015,April,3
Arizona,2015,August,0
Arizona,2015,December,0
Arizona,2015,February,28
Arizona,2015,January,19
Arizona,2015,July,0
Arizona,2015,June,0
Arizona,2015,March,31
Arizona,2015,May,0
Arizona,2015,November,0
Arizona,2015,October,0
Arizona,2015,September,0
Arizona,2015,September,0
Arizona,2016,April,30
Arizona,2016,August,0
Arizona,2016,December,0
Arizona,2016,February,29
Arizona,2016,January,20
Arizona,2016,July,0
Arizona,2016,June,0
Arizona,2016,March,31
Arizona,2016,May,7
Arizona,2016,November,0
Arizona,2016,October,0
Arizona,2016,September,0
Arizona,2016,September,0
Arizona,2017,April,30
Arizona,2017,August,0
Arizona,2017,December,0
Arizona,2017,February,28
Arizona,2017,January,22
Arizona,2017,July,0
Arizona,2017,June,0
Arizona,2017,March,31
Arizona,2017,May,10
Arizona,2017,November,0
Arizona,2017,October,0
Arizona,2017,September,0
Arizona,2017,September,0
Arizona,2018,April,30
Arizona,2018,August,0
Arizona,2018,December,0
Arizona,2018,February,28
Arizona,2018,January,23
Arizona,2018,July,0
Arizona,2018,June,0
Arizona,2018,March,31
Arizona,2018,May,4
Arizona,2018,November,0
Arizona,2018,October,0
Arizona,2018,September,0
Arizona,2018,September,0
Arizona,2019,April,30
Arizona,2019,August,0
Arizona,2019,December,0
Arizona,2019,February,28
Arizona,2019,January,17
Arizona,2019,July,0
Arizona,2019,June,0
Arizona,2019,March,31
Arizona,2019,May,28
Arizona,2019,November,0
Arizona,2019,October,0
Arizona,2019,September,0
Arizona,2019,September,0
Arkansas,2014,April,0
Arkansas,2014,August,0
Arkansas,2014,December,0
Arkansas,2014,February,18
Arkansas,2014,January,0
Arkansas,2014,July,0
Arkansas,2014,June,0
Arkansas,2014,March,0
Arkansas,2014,May,0
Arkansas,2014,November,0
Arkansas,2014,October,0
Arkansas,2014,September,0
Arkansas,2014,September,0
Arkansas,2015,April,22
Arkansas,2015,August,0
Arkansas,2015,December,0
Arkansas,2015,February,28
Arkansas,2015,January,19
Arkansas,2015,July,0
Arkansas,2015,June,0
Arkansas,2015,March,31
Arkansas,2015,May,0
Arkansas,2015,November,0
Arkansas,2015,October,0
Arkansas,2015,September,0
Arkansas,2015,September,0
Arkansas,2016,April,17
Arkansas,2016,August,0
Arkansas,2016,December,0
Arkansas,2016,February,0
Arkansas,2016,January,0
Arkansas,2016,July,0
Arkansas,2016,June,0
Arkansas,2016,March,0
Arkansas,2016,May,0
Arkansas,2016,November,0
Arkansas,2016,October,0
Arkansas,2016,September,0
Arkansas,2016,September,0
Arkansas,2017,April,30
Arkansas,2017,August,0
Arkansas,2017,December,0
Arkansas,2017,February,28
Arkansas,2017,January,22
Arkansas,2017,July,0
Arkansas,2017,June,0
Arkansas,2017,March,31
Arkansas,2017,May,1
Arkansas,2017,November,0
Arkansas,2017,October,0
Arkansas,2017,September,0
Arkansas,2017,September,0
Arkansas,2018,April,0
Arkansas,2018,August,0
Arkansas,2018,December,0
Arkansas,2018,February,16
Arkansas,2018,January,0
Arkansas,2018,July,0
Arkansas,2018,June,0
Arkansas,2018,March,0
Arkansas,2018,May,0
Arkansas,2018,November,0
Arkansas,2018,October,0
Arkansas,2018,September,0
Arkansas,2018,September,0
Arkansas,2019,April,24
Arkansas,2019,August,0
Arkansas,2019,December,0
Arkansas,2019,February,28
Arkansas,2019,January,17
Arkansas,2019,July,0
Arkansas,2019,June,0
Arkansas,2019,March,31
Arkansas,2019,May,0
Arkansas,2019,November,0
Arkansas,2019,October,0
Arkansas,2019,September,0
Arkansas,2019,September,0
California,2014,April,30
California,2014,August,31
California,2014,December,0
California,2014,February,28
California,2014,January,25
California,2014,July,31
California,2014,June,30
California,2014,March,31
California,2014,May,31
California,2014,November,30
California,2014,October,31
California,2014,September,30
California,2014,September,30
California,2015,April,30
California,2015,August,31
California,2015,December,0
California,2015,February,28
California,2015,January,30
California,2015,July,31
California,2015,June,30
California,2015,March,31
California,2015,May,31
California,2015,November,0
California,2015,October,0
California,2015,September,11
California,2015,September,11
California,2016,April,30
California,2016,August,31
California,2016,December,0
California,2016,February,29
California,2016,January,27
California,2016,July,31
California,2016,June,30
California,2016,March,31
California,2016,May,31
California,2016,November,0
California,2016,October,0
California,2016,September,0
California,2016,September,0
California,2017,April,30
California,2017,August,31
California,2017,December,0
California,2017,February,28
California,2017,January,30
California,2017,July,31
California,2017,June,30
California,2017,March,31
California,2017,May,31
California,2017,November,0
California,2017,October,0
California,2017,September,15
California,2017,September,15
California,2018,April,30
California,2018,August,31
California,2018,December,0
California,2018,February,28
California,2018,January,30
California,2018,July,31
California,2018,June,30
California,2018,March,31
California,2018,May,31
California,2018,November,0
California,2018,October,0
California,2018,September,0
California,2018,September,0
California,2019,April,30
California,2019,August,31
California,2019,December,0
California,2019,February,28
California,2019,January,24
California,2019,July,31
California,2019,June,30
California,2019,March,31
California,2019,May,31
California,2019,November,0
California,2019,October,0
California,2019,September,13
California,2019,September,13
Colorado,2014,April,30
Colorado,2014,August,0
Colorado,2014,December,0
Colorado,2014,February,28
Colorado,2014,January,23
Colorado,2014,July,0
Colorado,2014,June,0
Colorado,2014,March,31
Colorado,2014,May,7
Colorado,2014,November,0
Colorado,2014,October,0
Colorado,2014,September,0
Colorado,2014,September,0
Colorado,2015,April,30
Colorado,2015,August,0
Colorado,2015,December,0
Colorado,2015,February,28
Colorado,2015,January,24
Colorado,2015,July,0
Colorado,2015,June,0
Colorado,2015,March,31
Colorado,2015,May,6
Colorado,2015,November,0
Colorado,2015,October,0
Colorado,2015,September,0
Colorado,2015,September,0
Colorado,2016,April,30
Colorado,2016,August,0
Colorado,2016,December,0
Colorado,2016,February,29
Colorado,2016,January,18
Colorado,2016,July,0
Colorado,2016,June,0
Colorado,2016,March,31
Colorado,2016,May,11
Colorado,2016,November,0
Colorado,2016,October,0
Colorado,2016,September,0
Colorado,2016,September,0
Colorado,2017,April,30
Colorado,2017,August,0
Colorado,2017,December,0
Colorado,2017,February,28
Colorado,2017,January,20
Colorado,2017,July,0
Colorado,2017,June,0
Colorado,2017,March,31
Colorado,2017,May,10
Colorado,2017,November,0
Colorado,2017,October,0
Colorado,2017,September,0
Colorado,2017,September,0
Colorado,2018,April,30
Colorado,2018,August,0
Colorado,2018,December,0
Colorado,2018,February,28
Colorado,2018,January,21
Colorado,2018,July,0
Colorado,2018,June,0
Colorado,2018,March,31
Colorado,2018,May,9
Colorado,2018,November,0
Colorado,2018,October,0
Colorado,2018,September,0
Colorado,2018,September,0
Colorado,2019,April,30
Colorado,2019,August,0
Colorado,2019,December,0
Colorado,2019,February,28
Colorado,2019,January,27
Colorado,2019,July,0
Colorado,2019,June,0
Colorado,2019,March,31
Colorado,2019,May,3
Colorado,2019,November,0
Colorado,2019,October,0
Colorado,2019,September,0
Colorado,2019,September,0
Connecticut,2014,April,30
Connecticut,2014,August,0
Connecticut,2014,December,0
Connecticut,2014,February,23
Connecticut,2014,January,0
Connecticut,2014,July,0
Connecticut,2014,June,0
Connecticut,2014,March,31
Connecticut,2014,May,7
Connecticut,2014,November,0
Connecticut,2014,October,0
Connecticut,2014,September,0
Connecticut,2014,September,0
Connecticut,2015,April,30
Connecticut,2015,August,0
Connecticut,2015,December,0
Connecticut,2015,February,28
Connecticut,2015,January,24
Connecticut,2015,July,0
Connecticut,2015,June,3
Connecticut,2015,March,31
Connecticut,2015,May,31
Connecticut,2015,November,0
Connecticut,2015,October,0
Connecticut,2015,September,0
Connecticut,2015,September,0
Connecticut,2016,April,30
Connecticut,2016,August,0
Connecticut,2016,December,0
Connecticut,2016,February,26
Connecticut,2016,January,0
Connecticut,2016,July,0
Connecticut,2016,June,0
Connecticut,2016,March,31
Connecticut,2016,May,4
Connecticut,2016,November,0
Connecticut,2016,October,0
Connecticut,2016,September,0
Connecticut,2016,September,0
Connecticut,2017,April,30
Connecticut,2017,August,0
Connecticut,2017,December,0
Connecticut,2017,February,28
Connecticut,2017,January,27
Connecticut,2017,July,0
Connecticut,2017,June,7
Connecticut,2017,March,31
Connecticut,2017,May,31
Connecticut,2017,November,0
Connecticut,2017,October,0
Connecticut,2017,September,0
Connecticut,2017,September,0
Connecticut,2018,April,30
Connecticut,2018,August,0
Connecticut,2018,December,0
Connecticut,2018,February,21
Connecticut,2018,January,0
Connecticut,2018,July,0
Connecticut,2018,June,0
Connecticut,2018,March,31
Connecticut,2018,May,9
Connecticut,2018,November,0
Connecticut,2018,October,0
Connecticut,2018,September,0
Connecticut,2018,September,0
Connecticut,2019,April,30
Connecticut,2019,August,0
Connecticut,2019,December,0
Connecticut,2019,February,28
Connecticut,2019,January,22
Connecticut,2019,July,0
Connecticut,2019,June,5
Connecticut,2019,March,31
Connecticut,2019,May,31
Connecticut,2019,November,0
Connecticut,2019,October,0
Connecticut,2019,September,0
Connecticut,2019,September,0
Delaware,2014,April,30
Delaware,2014,August,0
Delaware,2014,December,0
Delaware,2014,February,28
Delaware,2014,January,17
Delaware,2014,July,0
Delaware,2014,June,30
Delaware,2014,March,31
Delaware,2014,May,31
Delaware,2014,November,0
Delaware,2014,October,0
Delaware,2014,September,0
Delaware,2014,September,0
Delaware,2015,April,30
Delaware,2015,August,0
Delaware,2015,December,0
Delaware,2015,February,28
Delaware,2015,January,18
Delaware,2015,July,0
Delaware,2015,June,30
Delaware,2015,March,31
Delaware,2015,May,31
Delaware,2015,November,0
Delaware,2015,October,0
Delaware,2015,September,0
Delaware,2015,September,0
Delaware,2016,April,30
Delaware,2016,August,0
Delaware,2016,December,0
Delaware,2016,February,29
Delaware,2016,January,19
Delaware,2016,July,0
Delaware,2016,June,30
Delaware,2016,March,31
Delaware,2016,May,31
Delaware,2016,November,0
Delaware,2016,October,0
Delaware,2016,September,0
Delaware,2016,September,0
Delaware,2017,April,30
Delaware,2017,August,0
Delaware,2017,December,0
Delaware,2017,February,28
Delaware,2017,January,21
Delaware,2017,July,0
Delaware,2017,June,30
Delaware,2017,March,31
Delaware,2017,May,31
Delaware,2017,November,0
Delaware,2017,October,0
Delaware,2017,September,0
Delaware,2017,September,0
Delaware,2018,April,30
Delaware,2018,August,0
Delaware,2018,December,0
Delaware,2018,February,28
Delaware,2018,January,22
Delaware,2018,July,1
Delaware,2018,June,30
Delaware,2018,March,31
Delaware,2018,May,31
Delaware,2018,November,0
Delaware,2018,October,0
Delaware,2018,September,0
Delaware,2018,September,0
Delaware,2019,April,30
Delaware,2019,August,0
Delaware,2019,December,0
Delaware,2019,February,28
Delaware,2019,January,23
Delaware,2019,July,0
Delaware,2019,June,30
Delaware,2019,March,31
Delaware,2019,May,31
Delaware,2019,November,0
Delaware,2019,October,0
Delaware,2019,September,0
Delaware,2019,September,0
Florida,2014,April,30
Florida,2014,August,0
Florida,2014,December,0
Florida,2014,February,0
Florida,2014,January,0
Florida,2014,July,0
Florida,2014,June,0
Florida,2014,March,27
Florida,2014,May,2
Florida,2014,November,0
Florida,2014,October,0
Florida,2014,September,0
Florida,2014,September,0
Florida,2015,April,30
Florida,2015,August,0
Florida,2015,December,0
Florida,2015,February,0
Florida,2015,January,0
Florida,2015,July,0
Florida,2015,June,0
Florida,2015,March,28
Florida,2015,May,1
Florida,2015,November,0
Florida,2015,October,0
Florida,2015,September,0
Florida,2015,September,0
Florida,2016,April,0
Florida,2016,August,0
Florida,2016,December,0
Florida,2016,February,29
Florida,2016,January,19
Florida,2016,July,0
Florida,2016,June,0
Florida,2016,March,11
Florida,2016,May,0
Florida,2016,November,0
Florida,2016,October,0
Florida,2016,September,0
Florida,2016,September,0
Florida,2017,April,30
Florida,2017,August,0
Florida,2017,December,0
Florida,2017,February,0
Florida,2017,January,0
Florida,2017,July,0
Florida,2017,June,0
Florida,2017,March,24
Florida,2017,May,8
Florida,2017,November,0
Florida,2017,October,0
Florida,2017,September,0
Florida,2017,September,0
Florida,2018,April,0
Florida,2018,August,0
Florida,2018,December,0
Florida,2018,February,28
Florida,2018,January,22
Florida,2018,July,0
Florida,2018,June,0
Florida,2018,March,11
Florida,2018,May,0
Florida,2018,November,0
Florida,2018,October,0
Florida,2018,September,0
Florida,2018,September,0
Florida,2019,April,30
Florida,2019,August,0
Florida,2019,December,0
Florida,2019,February,0
Florida,2019,January,0
Florida,2019,July,0
Florida,2019,June,0
Florida,2019,March,26
Florida,2019,May,4
Florida,2019,November,0
Florida,2019,October,0
Florida,2019,September,0
Florida,2019,September,0
Georgia,2014,April,0
Georgia,2014,August,0
Georgia,2014,December,0
Georgia,2014,February,28
Georgia,2014,January,18
Georgia,2014,July,0
Georgia,2014,June,0
Georgia,2014,March,20
Georgia,2014,May,0
Georgia,2014,November,0
Georgia,2014,October,0
Georgia,2014,September,0
Georgia,2014,September,0
Georgia,2015,April,2
Georgia,2015,August,0
Georgia,2015,December,0
Georgia,2015,February,28
Georgia,2015,January,19
Georgia,2015,July,0
Georgia,2015,June,0
Georgia,2015,March,31
Georgia,2015,May,0
Georgia,2015,November,0
Georgia,2015,October,0
Georgia,2015,September,0
Georgia,2015,September,0
Georgia,2016,April,0
Georgia,2016,August,0
Georgia,2016,December,0
Georgia,2016,February,29
Georgia,2016,January,20
Georgia,2016,July,0
Georgia,2016,June,0
Georgia,2016,March,25
Georgia,2016,May,0
Georgia,2016,November,0
Georgia,2016,October,0
Georgia,2016,September,0
Georgia,2016,September,0
Georgia,2017,April,0
Georgia,2017,August,0
Georgia,2017,December,0
Georgia,2017,February,28
Georgia,2017,January,22
Georgia,2017,July,0
Georgia,2017,June,0
Georgia,2017,March,31
Georgia,2017,May,0
Georgia,2017,November,0
Georgia,2017,October,0
Georgia,2017,September,0
Georgia,2017,September,0
Georgia,2018,April,0
Georgia,2018,August,0
Georgia,2018,December,0
Georgia,2018,February,28
Georgia,2018,January,23
Georgia,2018,July,0
Georgia,2018,June,0
Georgia,2018,March,29
Georgia,2018,May,0
Georgia,2018,November,0
Georgia,2018,October,0
Georgia,2018,September,0
Georgia,2018,September,0
Georgia,2019,April,2
Georgia,2019,August,0
Georgia,2019,December,0
Georgia,2019,February,28
Georgia,2019,January,17
Georgia,2019,July,0
Georgia,2019,June,0
Georgia,2019,March,31
Georgia,2019,May,0
Georgia,2019,November,0
Georgia,2019,October,0
Georgia,2019,September,0
Georgia,2019,September,0
Hawaii,2014,April,30
Hawaii,2014,August,0
Hawaii,2014,December,0
Hawaii,2014,February,28
Hawaii,2014,January,16
Hawaii,2014,July,0
Hawaii,2014,June,0
Hawaii,2014,March,31
Hawaii,2014,May,1
Hawaii,2014,November,0
Hawaii,2014,October,0
Hawaii,2014,September,0
Hawaii,2014,September,0
Hawaii,2015,April,30
Hawaii,2015,August,0
Hawaii,2015,December,0
Hawaii,2015,February,28
Hawaii,2015,January,10
Hawaii,2015,July,0
Hawaii,2015,June,0
Hawaii,2015,March,31
Hawaii,2015,May,7
Hawaii,2015,November,0
Hawaii,2015,October,0
Hawaii,2015,September,0
Hawaii,2015,September,0
Hawaii,2016,April,30
Hawaii,2016,August,0
Hawaii,2016,December,0
Hawaii,2016,February,29
Hawaii,2016,January,11
Hawaii,2016,July,0
Hawaii,2016,June,0
Hawaii,2016,March,31
Hawaii,2016,May,5
Hawaii,2016,November,0
Hawaii,2016,October,0
Hawaii,2016,September,0
Hawaii,2016,September,0
Hawaii,2017,April,30
Hawaii,2017,August,0
Hawaii,2017,December,0
Hawaii,2017,February,28
Hawaii,2017,January,13
Hawaii,2017,July,0
Hawaii,2017,June,0
Hawaii,2017,March,31
Hawaii,2017,May,4
Hawaii,2017,November,0
Hawaii,2017,October,0
Hawaii,2017,September,0
Hawaii,2017,September,0
Hawaii,2018,April,30
Hawaii,2018,August,0
Hawaii,2018,December,0
Hawaii,2018,February,28
Hawaii,2018,January,14
Hawaii,2018,July,0
Hawaii,2018,June,0
Hawaii,2018,March,31
Hawaii,2018,May,3
Hawaii,2018,November,0
Hawaii,2018,October,0
Hawaii,2018,September,0
Hawaii,2018,September,0
Hawaii,2019,April,30
Hawaii,2019,August,0
Hawaii,2019,December,0
Hawaii,2019,February,28
Hawaii,2019,January,15
Hawaii,2019,July,0
Hawaii,2019,June,0
Hawaii,2019,March,31
Hawaii,2019,May,2
Hawaii,2019,November,0
Hawaii,2019,October,0
Hawaii,2019,September,0
Hawaii,2019,September,0
Idaho,2014,April,0
Idaho,2014,August,0
Idaho,2014,December,0
Idaho,2014,February,28
Idaho,2014,January,25
Idaho,2014,July,0
Idaho,2014,June,0
Idaho,2014,March,20
Idaho,2014,May,0
Idaho,2014,November,0
Idaho,2014,October,0
Idaho,2014,September,0
Idaho,2014,September,0
Idaho,2015,April,11
Idaho,2015,August,0
Idaho,2015,December,0
Idaho,2015,February,28
Idaho,2015,January,19
Idaho,2015,July,0
Idaho,2015,June,0
Idaho,2015,March,31
Idaho,2015,May,0
Idaho,2015,November,0
Idaho,2015,October,0
Idaho,2015,September,0
Idaho,2015,September,0
Idaho,2016,April,0
Idaho,2016,August,0
Idaho,2016,December,0
Idaho,2016,February,29
Idaho,2016,January,20
Idaho,2016,July,0
Idaho,2016,June,0
Idaho,2016,March,25
Idaho,2016,May,0
Idaho,2016,November,0
Idaho,2016,October,0
Idaho,2016,September,0
Idaho,2016,September,0
Idaho,2017,April,0
Idaho,2017,August,0
Idaho,2017,December,0
Idaho,2017,February,28
Idaho,2017,January,22
Idaho,2017,July,0
Idaho,2017,June,0
Idaho,2017,March,29
Idaho,2017,May,0
Idaho,2017,November,0
Idaho,2017,October,0
Idaho,2017,September,0
Idaho,2017,September,0
Idaho,2018,April,0
Idaho,2018,August,0
Idaho,2018,December,0
Idaho,2018,February,28
Idaho,2018,January,23
Idaho,2018,July,0
Idaho,2018,June,0
Idaho,2018,March,28
Idaho,2018,May,0
Idaho,2018,November,0
Idaho,2018,October,0
Idaho,2018,September,0
Idaho,2018,September,0
Idaho,2019,April,11
Idaho,2019,August,0
Idaho,2019,December,0
Idaho,2019,February,28
Idaho,2019,January,24
Idaho,2019,July,0
Idaho,2019,June,0
Idaho,2019,March,31
Idaho,2019,May,0
Idaho,2019,November,0
Idaho,2019,October,0
Idaho,2019,September,0
Idaho,2019,September,0
Illinois,2014,April,30
Illinois,2014,August,0
Illinois,2014,December,0
Illinois,2014,February,28
Illinois,2014,January,2
Illinois,2014,July,0
Illinois,2014,June,0
Illinois,2014,March,31
Illinois,2014,May,31
Illinois,2014,November,0
Illinois,2014,October,0
Illinois,2014,September,0
Illinois,2014,September,0
Illinois,2015,April,30
Illinois,2015,August,31
Illinois,2015,December,7
Illinois,2015,February,28
Illinois,2015,January,17
Illinois,2015,July,31
Illinois,2015,June,30
Illinois,2015,March,31
Illinois,2015,May,31
Illinois,2015,November,30
Illinois,2015,October,31
Illinois,2015,September,30
Illinois,2015,September,30
Illinois,2016,April,30
Illinois,2016,August,0
Illinois,2016,December,0
Illinois,2016,February,29
Illinois,2016,January,18
Illinois,2016,July,0
Illinois,2016,June,0
Illinois,2016,March,31
Illinois,2016,May,31
Illinois,2016,November,0
Illinois,2016,October,0
Illinois,2016,September,0
Illinois,2016,September,0
Illinois,2017,April,30
Illinois,2017,August,0
Illinois,2017,December,0
Illinois,2017,February,28
Illinois,2017,January,20
Illinois,2017,July,0
Illinois,2017,June,0
Illinois,2017,March,31
Illinois,2017,May,31
Illinois,2017,November,0
Illinois,2017,October,0
Illinois,2017,September,0
Illinois,2017,September,0
Illinois,2018,April,0
Illinois,2018,August,0
Illinois,2018,December,0
Illinois,2018,February,28
Illinois,2018,January,23
Illinois,2018,July,0
Illinois,2018,June,0
Illinois,2018,March,23
Illinois,2018,May,0
Illinois,2018,November,0
Illinois,2018,October,0
Illinois,2018,September,0
Illinois,2018,September,0
Illinois,2019,April,30
Illinois,2019,August,0
Illinois,2019,December,0
Illinois,2019,February,28
Illinois,2019,January,22
Illinois,2019,July,0
Illinois,2019,June,2
Illinois,2019,March,31
Illinois,2019,May,31
Illinois,2019,November,0
Illinois,2019,October,0
